Fecha,Región,Latitud,Longitud,Temperatura,Humedad,Viento,Precipitación,Índice de sequía,Cobertura vegetal,Uso de suelo,Incendio
2023-08-18,Santa Cruz,-17.2455,-60.6689,33.5,51.9,8.1,3.6,Bajo,Pasto,Agrícola,No
2023-08-19,Santa Cruz,-17.6957,-60.8109,29.2,35.8,11.5,16.7,Alto,Pasto,Ganadero,No
2023-08-20,Santa Cruz,-16.1709,-62.0163,20.5,54.1,8.9,20.1,Alto,Bosque seco,Agrícola,No
2023-08-21,Santa Cruz,-17.4366,-60.4662,38.4,48.0,11.0,26.8,Bajo,Agrícola,Ganadero,No
2023-08-22,Santa Cruz,-17.3244,-61.6328,21.0,22.4,14.4,9.8,Alto,Sabana,Urbano,No
2023-08-23,Santa Cruz,-16.0724,-60.5268,30.6,49.8,4.9,1.2,Moderado,Sabana,Ganadero,No
2023-08-24,Santa Cruz,-17.2079,-63.5507,39.3,37.9,8.0,5.2,Alto,Sabana,Agrícola,No
2023-08-25,Santa Cruz,-17.6111,-63.8507,30.9,44.9,12.6,26.3,Alto,Pasto,Agrícola,No
2023-08-26,Santa Cruz,-17.4478,-63.8897,26.4,34.8,9.8,5.3,Moderado,Bosque seco,Forestal,No
2023-08-27,Santa Cruz,-16.3059,-61.8792,21.3,71.7,14.9,26.8,Alto,Agrícola,Agrícola,No
2023-08-28,Santa Cruz,-17.2565,-62.5784,29.7,56.2,3.3,18.8,Bajo,Pasto,Urbano,No
2023-08-29,Santa Cruz,-17.5452,-61.8752,20.8,45.7,8.3,21.5,Bajo,Bosque seco,Ganadero,No
2023-08-30,Santa Cruz,-17.1553,-62.3356,37.7,72.0,11.8,27.2,Alto,Pasto,Forestal,No
2023-08-31,Santa Cruz,-17.1349,-63.8621,28.2,49.7,10.5,5.9,Alto,Bosque seco,Ganadero,No
2023-09-01,Santa Cruz,-16.4953,-63.0672,29.0,44.7,3.3,19.9,Alto,Sabana,Forestal,No
2023-09-02,Santa Cruz,-16.0436,-61.9748,28.5,41.3,5.2,28.5,Bajo,Pasto,Forestal,No
2023-09-03,Santa Cruz,-17.4913,-60.5573,33.4,42.2,8.5,24.0,Moderado,Bosque seco,Forestal,No
2023-09-04,Santa Cruz,-16.5493,-62.7272,33.6,42.7,16.0,21.5,Alto,Pasto,Forestal,No
2023-09-05,Santa Cruz,-17.1407,-63.8751,25.6,47.1,4.7,16.1,Bajo,Agrícola,Urbano,No
2023-09-06,Santa Cruz,-16.3431,-63.7577,26.5,36.1,1.7,2.7,Alto,Agrícola,Agrícola,No
2023-09-07,Santa Cruz,-16.518,-62.9121,35.4,60.8,14.5,27.4,Alto,Bosque seco,Agrícola,No
2023-09-08,Santa Cruz,-17.3625,-62.7281,26.0,21.9,8.4,1.7,Moderado,Pasto,Urbano,No
2023-07-01,Beni,-14.2572,-64.4493,34.3,52.6,2.0,26.2,Moderado,Agrícola,Forestal,No
2023-07-02,Beni,-13.5941,-63.8859,28.9,43.7,12.5,16.8,Moderado,Bosque seco,Agrícola,No
2023-07-03,Beni,-13.786,-64.3204,34.3,52.6,16.3,10.4,Alto,Pasto,Forestal,No
2023-07-04,Beni,-14.8572,-66.377,21.0,34.4,6.9,24.5,Alto,Sabana,Urbano,No
2023-07-05,Beni,-13.4696,-63.3018,25.2,39.7,1.0,23.7,Bajo,Pasto,Agrícola,No
2023-07-06,Beni,-13.4955,-64.063,24.8,77.0,10.9,11.3,Bajo,Sabana,Agrícola,No
2023-07-07,Beni,-14.3804,-63.2566,27.3,51.7,9.9,29.3,Alto,Pasto,Forestal,No
2023-07-08,Beni,-13.605,-65.218,32.3,57.8,3.7,4.7,Moderado,Pasto,Agrícola,No
2023-07-09,Beni,-13.0752,-63.5184,34.2,43.5,7.5,0.1,Bajo,Bosque seco,Forestal,No
2023-07-10,Beni,-14.1051,-64.4763,37.2,39.3,7.5,4.2,Bajo,Bosque seco,Forestal,No
2023-07-11,Beni,-14.9728,-66.5233,33.5,43.6,2.8,8.2,Moderado,Bosque seco,Urbano,No
2023-07-12,Beni,-14.2799,-63.859,31.6,46.2,6.8,27.0,Bajo,Sabana,Urbano,No
2023-07-13,Beni,-13.4981,-65.3514,25.7,40.5,14.8,14.6,Moderado,Bosque seco,Forestal,No
2023-07-14,Beni,-14.4153,-65.7557,33.4,37.2,3.2,17.4,Alto,Bosque seco,Ganadero,No
2023-07-15,Beni,-14.685,-66.5363,39.6,21.4,8.2,7.5,Bajo,Sabana,Ganadero,No
2023-07-16,Beni,-14.8836,-64.4754,30.1,45.9,8.0,26.9,Moderado,Agrícola,Urbano,No
2023-07-17,Beni,-14.6907,-66.826,20.3,51.1,6.7,15.2,Bajo,Sabana,Ganadero,No
2023-07-18,Beni,-14.4049,-65.3449,26.5,74.9,9.7,20.5,Alto,Agrícola,Urbano,No
2023-07-19,Beni,-14.9896,-64.3893,29.7,29.5,1.6,22.1,Bajo,Pasto,Urbano,No
2023-07-20,Beni,-13.9345,-65.5652,34.5,57.3,8.8,8.2,Bajo,Sabana,Ganadero,No
2023-07-21,Beni,-13.9877,-63.3074,31.4,22.7,15.7,10.4,Alto,Pasto,Forestal,No
2023-07-22,Beni,-13.4837,-63.8353,30.8,51.2,12.0,3.8,Bajo,Agrícola,Forestal,No
2023-07-23,Beni,-14.282,-63.5458,22.9,38.6,2.1,24.4,Moderado,Agrícola,Ganadero,No
2023-07-24,Beni,-14.108,-66.7306,34.2,69.4,15.8,6.1,Bajo,Bosque seco,Forestal,No
2023-07-25,Beni,-13.8328,-65.9069,21.5,49.0,9.6,23.9,Alto,Bosque seco,Agrícola,No
2023-07-26,Beni,-13.494,-63.373,29.6,52.4,14.5,27.9,Alto,Pasto,Ganadero,No
2023-07-27,Beni,-14.4874,-65.5957,27.5,25.1,4.0,15.9,Moderado,Sabana,Agrícola,No
2023-07-28,Beni,-13.255,-64.5312,30.7,45.0,3.0,22.4,Bajo,Pasto,Urbano,No
2023-07-29,Beni,-13.2251,-65.6591,37.0,41.3,13.2,27.0,Bajo,Pasto,Ganadero,No
2023-07-30,Beni,-14.0096,-66.5953,30.4,42.6,11.0,1.5,Bajo,Sabana,Forestal,No
2023-07-31,Beni,-13.9361,-64.6829,37.9,77.5,5.5,12.2,Alto,Sabana,Forestal,No
2023-08-01,Beni,-14.5504,-65.6584,37.4,74.9,12.5,5.0,Bajo,Agrícola,Urbano,No
2023-08-02,Beni,-14.9768,-66.9731,30.8,71.9,10.2,18.3,Alto,Sabana,Ganadero,No
2023-08-03,Beni,-14.6632,-64.7036,39.6,74.0,18.3,10.4,Alto,Pasto,Urbano,No
2023-08-04,Beni,-14.3847,-63.0959,21.1,58.0,6.4,21.7,Moderado,Agrícola,Urbano,No
2023-08-05,Beni,-13.6412,-65.9356,27.8,70.6,9.2,20.6,Alto,Pasto,Agrícola,No
2023-08-06,Beni,-14.0832,-64.4469,26.0,29.7,2.1,27.2,Bajo,Sabana,Forestal,No
2023-08-07,Beni,-13.0841,-64.5297,21.7,78.8,18.9,24.5,Moderado,Pasto,Forestal,No
2023-08-08,Beni,-13.483,-65.6291,29.8,43.5,13.5,29.5,Alto,Agrícola,Ganadero,No
2023-08-09,Beni,-14.0689,-66.8908,23.8,75.9,8.2,23.5,Moderado,Pasto,Forestal,No
2023-08-10,Beni,-14.2671,-65.3241,32.9,36.4,12.9,1.9,Alto,Sabana,Urbano,Sí
2023-08-11,Beni,-14.6505,-65.528,36.3,30.0,2.9,16.2,Alto,Sabana,Urbano,No
2023-08-12,Beni,-14.2264,-66.7233,36.7,25.7,5.7,3.3,Alto,Sabana,Forestal,Sí
2023-08-13,Beni,-14.898,-63.6676,28.9,65.1,1.3,11.1,Bajo,Pasto,Ganadero,No
2023-08-14,Beni,-13.5089,-66.7505,28.8,26.2,12.7,7.1,Alto,Bosque seco,Agrícola,No
2023-08-15,Beni,-14.1002,-64.622,28.7,78.3,17.0,14.4,Moderado,Bosque seco,Agrícola,No
2023-08-16,Beni,-13.9373,-63.9728,27.2,47.8,15.1,7.4,Moderado,Sabana,Agrícola,No
2023-08-17,Beni,-14.3144,-65.9062,26.0,64.7,9.7,26.2,Moderado,Agrícola,Agrícola,No
2023-08-18,Beni,-14.5161,-64.8689,32.3,37.6,14.2,18.2,Bajo,Pasto,Agrícola,No
2023-08-19,Beni,-14.8157,-66.2479,20.9,59.0,16.4,0.4,Moderado,Sabana,Urbano,No
2023-08-20,Beni,-14.5813,-66.73,28.6,74.4,1.6,3.7,Moderado,Pasto,Urbano,No
2023-08-21,Beni,-13.8232,-66.5454,26.8,39.5,13.7,11.2,Moderado,Sabana,Urbano,No
2023-08-22,Beni,-13.8737,-64.2853,26.1,50.6,4.2,17.7,Bajo,Sabana,Ganadero,No
2023-08-23,Beni,-14.6163,-64.5607,34.9,72.8,4.4,29.0,Bajo,Bosque seco,Agrícola,No
2023-08-24,Beni,-14.957,-63.3427,26.8,36.0,12.1,28.5,Alto,Pasto,Agrícola,No
2023-08-25,Beni,-14.0932,-64.6489,28.6,78.8,15.1,5.4,Alto,Bosque seco,Agrícola,No
2023-08-26,Beni,-13.0072,-63.0156,30.5,24.9,9.7,12.5,Alto,Sabana,Agrícola,No
2023-08-27,Beni,-13.54,-64.7864,38.9,41.7,19.9,23.3,Bajo,Bosque seco,Ganadero,No
2023-08-28,Beni,-14.3562,-63.9259,31.9,49.2,16.9,23.2,Bajo,Sabana,Urbano,No
2023-08-29,Beni,-14.097,-66.3116,25.0,23.4,17.2,1.4,Moderado,Agrícola,Ganadero,No
2023-08-30,Beni,-13.0899,-66.186,34.7,68.9,4.4,9.9,Bajo,Agrícola,Agrícola,No
2023-08-31,Beni,-14.5901,-63.6325,20.1,50.6,14.8,4.8,Moderado,Agrícola,Ganadero,No
2023-09-01,Beni,-14.273,-64.1786,35.3,22.5,17.4,21.8,Moderado,Agrícola,Agrícola,No
2023-09-02,Beni,-13.092,-65.9278,29.4,49.8,6.8,1.9,Alto,Bosque seco,Ganadero,No
2023-09-03,Beni,-13.581,-64.6212,31.3,58.7,14.1,11.8,Moderado,Sabana,Agrícola,No
2023-09-04,Beni,-14.7549,-63.1322,37.9,32.8,15.0,18.0,Bajo,Bosque seco,Urbano,No
2023-09-05,Beni,-13.2988,-66.8818,29.2,76.5,11.7,17.4,Bajo,Sabana,Agrícola,No
2023-09-06,Beni,-13.9682,-65.2233,23.1,73.1,5.0,1.0,Alto,Bosque seco,Urbano,No
2023-09-07,Beni,-14.4189,-63.541,37.3,54.8,3.6,9.6,Alto,Agrícola,Forestal,No
2023-09-08,Beni,-13.7925,-63.0855,25.3,35.5,16.1,11.8,Bajo,Sabana,Agrícola,No
2023-09-09,Beni,-13.0561,-65.5311,22.8,48.8,10.7,20.8,Bajo,Pasto,Forestal,No
2023-09-10,Beni,-13.7144,-66.9276,36.8,79.9,5.0,3.8,Moderado,Pasto,Agrícola,No
2023-09-11,Beni,-13.4851,-64.991,35.7,53.8,7.6,1.1,Bajo,Sabana,Ganadero,No
2023-09-12,Beni,-13.9983,-63.6512,20.2,43.3,2.1,11.9,Bajo,Pasto,Agrícola,No
2023-09-13,Beni,-14.9907,-64.6977,20.5,42.5,1.4,1.9,Alto,Agrícola,Urbano,No
2023-09-14,Beni,-14.8314,-66.1849,21.5,46.9,12.2,5.1,Alto,Agrícola,Ganadero,No
2023-09-15,Beni,-13.023,-65.4326,27.3,23.0,14.6,6.9,Bajo,Bosque seco,Urbano,No
2023-09-16,Beni,-14.8376,-64.2501,29.0,50.6,18.1,26.8,Alto,Sabana,Urbano,No
2023-09-17,Beni,-13.0759,-66.1016,21.7,76.7,19.2,6.1,Alto,Bosque seco,Ganadero,No
2023-09-18,Beni,-14.3929,-63.0059,33.8,42.0,18.9,16.8,Moderado,Agrícola,Forestal,No
2023-09-19,Beni,-13.7359,-65.8146,25.0,62.0,9.8,25.7,Alto,Sabana,Urbano,No
2023-09-20,Beni,-13.3393,-66.986,27.6,43.7,3.3,4.8,Alto,Pasto,Agrícola,No
2023-09-21,Beni,-13.9225,-63.0826,30.9,69.6,7.5,15.6,Alto,Bosque seco,Urbano,No
2023-09-22,Beni,-13.6099,-64.4006,27.5,31.1,19.3,28.7,Alto,Pasto,Forestal,No
2023-09-23,Beni,-14.6578,-64.6591,37.5,37.3,1.6,2.7,Bajo,Agrícola,Urbano,No
2023-09-24,Beni,-14.1575,-64.1929,32.8,40.9,11.1,21.3,Alto,Bosque seco,Urbano,No
2023-09-25,Beni,-14.5031,-65.9062,22.0,56.4,20.0,23.8,Moderado,Pasto,Ganadero,No
2023-09-26,Beni,-14.3626,-63.8696,30.5,69.9,9.3,3.2,Alto,Agrícola,Ganadero,No
2023-09-27,Beni,-14.7686,-66.8431,26.0,36.3,4.5,27.9,Bajo,Agrícola,Agrícola,No
2023-09-28,Beni,-13.9642,-65.4116,23.6,68.2,1.9,21.8,Moderado,Sabana,Ganadero,No
2023-07-01,Beni,-13.3522,-65.777,39.9,56.9,11.5,2.9,Alto,Bosque seco,Agrícola,No
2023-07-02,Beni,-13.5779,-64.8398,32.6,47.5,7.4,11.3,Moderado,Pasto,Agrícola,No
2023-07-03,Beni,-13.2145,-66.5482,33.1,74.6,17.8,0.4,Bajo,Agrícola,Forestal,No
2023-07-04,Beni,-13.6029,-65.4871,39.6,34.5,11.5,28.7,Bajo,Pasto,Agrícola,No
2023-07-05,Beni,-14.5557,-63.756,39.0,72.7,1.1,11.4,Alto,Agrícola,Ganadero,No
2023-07-06,Beni,-13.2469,-63.7472,23.9,71.4,10.6,10.6,Moderado,Agrícola,Urbano,No
2023-07-07,Beni,-13.5341,-63.7634,26.0,22.8,13.0,16.8,Alto,Agrícola,Agrícola,No
2023-07-08,Beni,-13.9118,-65.7009,38.2,65.0,17.7,23.0,Moderado,Pasto,Urbano,No
2023-07-09,Beni,-14.5104,-66.8653,21.9,29.5,10.1,4.9,Bajo,Pasto,Forestal,No
2023-07-10,Beni,-14.3857,-66.7049,21.7,30.9,16.9,22.1,Moderado,Sabana,Urbano,No
2023-07-11,Beni,-14.2561,-63.8414,25.8,59.3,3.9,19.1,Alto,Sabana,Ganadero,No
2023-07-12,Beni,-13.3047,-65.8998,27.5,30.3,16.1,20.3,Alto,Bosque seco,Ganadero,No
2023-07-13,Beni,-13.5576,-65.7977,28.2,55.6,14.1,5.5,Moderado,Sabana,Ganadero,No
2023-07-14,Beni,-13.1219,-64.016,37.3,67.5,19.5,18.9,Alto,Pasto,Forestal,No
2023-07-15,Beni,-13.2351,-65.41,37.9,72.2,12.2,7.3,Alto,Agrícola,Urbano,No
2023-07-16,Beni,-14.0608,-63.9292,32.1,74.9,2.4,23.6,Bajo,Pasto,Ganadero,No
2023-07-17,Beni,-14.3729,-66.6888,33.4,70.5,5.4,16.8,Alto,Pasto,Urbano,No
2023-07-18,Beni,-14.5551,-63.7195,38.7,73.6,16.3,14.3,Bajo,Sabana,Ganadero,No
2023-07-19,Beni,-13.3922,-65.8178,32.9,47.0,4.5,15.7,Bajo,Pasto,Agrícola,No
2023-07-20,Beni,-13.8042,-65.3452,37.0,46.5,10.9,21.0,Moderado,Sabana,Agrícola,No
2023-07-21,Beni,-14.0947,-66.9918,27.2,46.6,11.4,28.7,Alto,Sabana,Agrícola,No
2023-07-22,Beni,-14.4614,-64.893,33.4,72.2,9.7,4.6,Bajo,Pasto,Forestal,No
2023-07-23,Beni,-13.6562,-64.6955,29.9,32.7,2.0,15.1,Moderado,Sabana,Agrícola,No
2023-07-24,Beni,-14.1614,-66.5612,30.9,42.0,7.6,8.9,Bajo,Agrícola,Urbano,No
2023-07-25,Beni,-14.1267,-65.6456,21.5,34.9,5.3,6.0,Moderado,Agrícola,Urbano,No
2023-07-26,Beni,-14.44,-66.2816,22.4,38.0,11.3,12.3,Bajo,Pasto,Agrícola,No
2023-07-27,Beni,-13.0296,-65.7167,25.7,34.1,14.7,11.5,Bajo,Agrícola,Forestal,No
2023-07-28,Beni,-14.1104,-64.9314,29.4,26.7,18.6,14.6,Moderado,Agrícola,Ganadero,No
2023-07-29,Beni,-13.7926,-65.7836,34.9,37.8,17.0,7.6,Moderado,Bosque seco,Forestal,No
2023-07-30,Beni,-13.4888,-64.9647,34.7,56.6,12.7,22.5,Moderado,Bosque seco,Agrícola,No
2023-07-31,Beni,-14.2929,-63.149,24.1,61.0,4.0,16.4,Alto,Pasto,Urbano,No
2023-08-01,Beni,-13.465,-65.9459,20.8,30.1,4.6,22.0,Bajo,Pasto,Agrícola,No
2023-08-02,Beni,-13.4926,-64.713,38.9,56.6,2.5,22.8,Bajo,Sabana,Forestal,No
2023-08-03,Beni,-13.0417,-63.7174,36.4,39.9,3.2,13.7,Alto,Pasto,Urbano,No
2023-08-04,Beni,-14.6852,-64.7404,34.4,35.3,6.3,8.3,Alto,Pasto,Agrícola,No
2023-08-05,Beni,-14.3684,-63.4021,24.4,61.6,16.2,9.9,Alto,Bosque seco,Forestal,No
2023-08-06,Beni,-14.8109,-65.2394,26.9,50.7,11.9,0.9,Alto,Agrícola,Agrícola,No
2023-08-07,Beni,-14.7133,-63.5133,34.0,74.6,12.6,19.4,Moderado,Pasto,Ganadero,No
2023-08-08,Beni,-14.917,-65.2255,29.0,21.2,9.4,9.9,Moderado,Agrícola,Ganadero,No
2023-08-09,Beni,-13.0472,-66.8574,20.7,44.2,13.4,22.2,Bajo,Agrícola,Urbano,No
2023-08-10,Beni,-13.1017,-66.8351,35.9,44.7,8.6,20.6,Moderado,Bosque seco,Ganadero,No
2023-08-11,Beni,-14.7622,-66.3227,29.0,24.4,15.0,12.3,Alto,Sabana,Forestal,No
2023-08-12,Beni,-14.168,-65.131,34.4,31.6,17.5,17.4,Bajo,Bosque seco,Forestal,No
2023-08-13,Beni,-13.7314,-64.7658,31.7,28.5,9.2,27.1,Moderado,Sabana,Urbano,No
2023-08-14,Beni,-13.1094,-65.954,23.2,74.6,19.3,8.7,Alto,Pasto,Ganadero,No
2023-08-15,Beni,-14.2195,-64.2954,29.5,79.9,10.8,28.2,Moderado,Agrícola,Agrícola,No
2023-08-16,Beni,-13.1999,-64.3604,25.5,65.8,13.4,1.5,Alto,Sabana,Agrícola,No
2023-08-17,Beni,-14.2158,-63.3122,38.5,77.2,15.7,0.9,Bajo,Pasto,Ganadero,No
2023-08-18,Beni,-14.4997,-64.8052,20.5,70.9,20.0,22.9,Moderado,Bosque seco,Forestal,No
2023-08-19,Beni,-14.6588,-63.7369,35.7,66.7,12.2,5.7,Bajo,Bosque seco,Forestal,No
2023-08-20,Beni,-14.0801,-66.2885,36.9,51.0,18.6,29.5,Bajo,Agrícola,Agrícola,No
2023-08-21,Beni,-14.6242,-65.0145,30.1,68.8,19.1,14.3,Alto,Bosque seco,Agrícola,No
2023-08-22,Beni,-13.7924,-65.8116,34.9,51.5,8.3,14.2,Bajo,Pasto,Forestal,No
2023-08-23,Beni,-14.7523,-66.6032,26.8,71.2,11.3,25.8,Moderado,Sabana,Ganadero,No
2023-08-24,Beni,-13.8765,-64.5418,37.2,69.7,10.2,5.9,Bajo,Agrícola,Forestal,No
2023-08-25,Beni,-13.6706,-64.9147,21.6,50.4,19.2,25.5,Alto,Agrícola,Agrícola,No
2023-08-26,Beni,-14.1885,-63.8486,21.8,70.7,5.6,28.8,Alto,Bosque seco,Urbano,No
2023-08-27,Beni,-13.8927,-64.4506,39.7,56.6,4.8,10.0,Bajo,Pasto,Urbano,No
2023-08-28,Beni,-13.1637,-64.5709,25.2,76.8,7.0,27.8,Moderado,Pasto,Agrícola,No
2023-08-29,Beni,-14.1067,-66.5875,37.1,61.5,1.6,16.5,Alto,Sabana,Ganadero,No
2023-08-30,Beni,-13.0655,-66.0469,33.6,27.1,12.5,17.3,Moderado,Pasto,Agrícola,No
2023-08-31,Beni,-13.2567,-63.7738,31.0,54.3,19.5,22.1,Alto,Bosque seco,Urbano,No
2023-09-01,Beni,-13.5578,-65.4761,28.2,24.4,17.7,3.5,Bajo,Bosque seco,Ganadero,No
2023-09-02,Beni,-14.5943,-66.0667,36.5,27.0,4.7,9.5,Bajo,Sabana,Ganadero,No
2023-09-03,Beni,-14.6039,-66.6719,26.4,79.2,8.6,8.7,Bajo,Agrícola,Forestal,No
2023-09-04,Beni,-13.616,-66.5325,22.0,63.6,17.1,13.7,Bajo,Bosque seco,Ganadero,No
2023-09-05,Beni,-14.6305,-65.077,21.4,43.8,14.0,11.6,Moderado,Bosque seco,Forestal,No
2023-09-06,Beni,-14.4246,-64.7493,30.0,51.1,19.1,21.0,Alto,Pasto,Forestal,No
2023-09-07,Beni,-14.3102,-63.5865,35.2,52.5,3.8,27.7,Alto,Agrícola,Agrícola,No
2023-09-08,Beni,-13.9199,-66.699,24.4,28.7,2.8,4.8,Moderado,Agrícola,Ganadero,No
2023-09-09,Beni,-14.4604,-63.7122,36.9,28.4,17.1,16.6,Bajo,Bosque seco,Ganadero,No
2023-09-10,Beni,-14.6601,-66.5602,32.8,71.1,9.4,22.8,Moderado,Agrícola,Agrícola,No
2023-09-11,Beni,-14.1989,-63.283,22.0,21.4,16.7,24.9,Bajo,Bosque seco,Agrícola,No
2023-09-12,Beni,-14.3272,-65.7704,37.6,22.3,2.5,28.2,Alto,Agrícola,Agrícola,No
2023-09-13,Beni,-14.7643,-66.3364,39.5,78.9,19.1,25.8,Moderado,Sabana,Forestal,No
2023-09-14,Beni,-13.7808,-66.353,39.7,22.2,10.6,27.3,Alto,Pasto,Forestal,No
2023-09-15,Beni,-13.4364,-66.1826,32.2,22.6,17.3,27.1,Moderado,Agrícola,Urbano,No
2023-09-16,Beni,-13.1932,-65.3169,26.4,57.5,14.0,15.6,Moderado,Agrícola,Urbano,No
2023-09-17,Beni,-14.9575,-63.7102,27.9,56.8,6.1,22.6,Moderado,Sabana,Ganadero,No
2023-09-18,Beni,-13.4609,-65.4605,35.7,34.5,18.0,15.7,Alto,Pasto,Forestal,No
2023-09-19,Beni,-13.356,-64.3816,39.3,45.8,18.8,29.7,Moderado,Agrícola,Forestal,No
2023-09-20,Beni,-13.6686,-63.3027,36.4,60.9,18.5,18.3,Alto,Bosque seco,Agrícola,No
2023-09-21,Beni,-13.9781,-64.1127,36.6,77.3,18.7,11.1,Alto,Sabana,Ganadero,No
2023-09-22,Beni,-14.0198,-65.3463,20.8,69.3,5.6,29.1,Alto,Bosque seco,Agrícola,No
2023-09-23,Beni,-13.5675,-66.0235,33.9,67.2,9.3,18.4,Moderado,Agrícola,Agrícola,No
2023-09-24,Beni,-14.6891,-65.1972,23.3,58.3,7.5,15.0,Moderado,Bosque seco,Ganadero,No
2023-09-25,Beni,-14.8884,-66.6326,22.7,56.7,3.6,11.8,Moderado,Bosque seco,Urbano,No
2023-09-26,Beni,-14.7847,-65.4765,32.2,53.8,14.9,3.2,Bajo,Bosque seco,Forestal,No
2023-09-27,Beni,-13.525,-64.6477,27.4,36.6,5.4,26.8,Bajo,Bosque seco,Agrícola,No
2023-09-28,Beni,-14.9333,-65.8562,21.8,69.2,16.4,21.3,Moderado,Agrícola,Agrícola,No
2023-07-01,Beni,-14.8827,-63.2655,26.0,62.0,6.8,22.9,Alto,Bosque seco,Forestal,No
2023-07-02,Beni,-14.8769,-64.2107,20.5,65.0,14.6,16.4,Alto,Sabana,Forestal,No
2023-07-03,Beni,-14.1577,-66.1454,23.6,47.5,19.0,27.6,Alto,Bosque seco,Forestal,No
2023-07-04,Beni,-14.3942,-64.1993,27.0,34.1,6.9,15.2,Alto,Sabana,Ganadero,No
2023-07-05,Beni,-14.523,-64.8489,37.9,74.1,5.7,17.4,Moderado,Bosque seco,Forestal,No
2023-07-06,Beni,-13.6425,-66.5811,24.5,53.2,3.4,23.7,Alto,Pasto,Agrícola,No
2023-07-07,Beni,-14.4429,-63.7964,24.5,61.6,2.1,5.9,Alto,Bosque seco,Forestal,No
2023-07-08,Beni,-14.3941,-66.1014,28.3,21.8,17.3,20.7,Bajo,Pasto,Urbano,No
2023-07-09,Beni,-13.1405,-65.1748,39.2,42.5,5.5,6.6,Alto,Sabana,Ganadero,No
2023-07-10,Beni,-14.9423,-65.0552,34.5,65.8,2.4,17.2,Moderado,Bosque seco,Forestal,No
2023-07-11,Beni,-13.2342,-63.2814,36.4,79.6,13.3,2.3,Moderado,Pasto,Agrícola,No
2023-07-12,Beni,-14.9426,-64.2655,37.9,47.1,17.2,11.4,Alto,Agrícola,Forestal,No
2023-07-13,Beni,-14.8266,-65.646,35.7,22.7,16.6,2.6,Bajo,Pasto,Urbano,No
2023-07-14,Beni,-14.0384,-66.2686,37.0,33.2,3.7,9.2,Moderado,Bosque seco,Agrícola,No
2023-07-15,Beni,-14.1602,-64.3702,22.8,39.9,13.5,11.5,Moderado,Agrícola,Agrícola,No
2023-07-16,Beni,-14.0153,-66.3072,28.8,76.4,19.0,17.0,Bajo,Bosque seco,Ganadero,No
2023-07-17,Beni,-14.1392,-66.9906,30.0,77.8,1.3,29.1,Alto,Bosque seco,Urbano,No
2023-07-18,Beni,-13.4547,-63.0689,22.5,42.5,2.1,23.1,Alto,Agrícola,Forestal,No
2023-07-19,Beni,-14.9511,-65.0539,29.9,56.7,15.4,20.5,Moderado,Sabana,Agrícola,No
2023-07-20,Beni,-14.8574,-66.3554,32.0,74.9,2.9,27.0,Bajo,Bosque seco,Ganadero,No
2023-07-21,Beni,-14.0846,-63.3323,26.7,62.2,6.7,15.3,Bajo,Agrícola,Forestal,No
2023-07-22,Beni,-14.5048,-66.9317,27.4,34.0,9.4,15.9,Bajo,Bosque seco,Forestal,No
2023-07-23,Beni,-14.5647,-64.0053,22.9,23.5,9.7,1.8,Alto,Sabana,Ganadero,No
2023-07-24,Beni,-13.1824,-63.9623,20.5,31.4,4.7,1.7,Moderado,Bosque seco,Forestal,No
2023-07-25,Beni,-14.6871,-65.4661,23.4,59.6,11.0,20.2,Bajo,Agrícola,Urbano,No
2023-07-26,Beni,-13.6785,-63.6658,29.9,68.5,19.6,1.6,Moderado,Bosque seco,Urbano,No
2023-07-27,Beni,-14.0518,-64.5108,25.1,71.9,16.3,10.6,Bajo,Agrícola,Forestal,No
2023-07-28,Beni,-14.0703,-65.5315,23.7,34.8,15.9,19.5,Moderado,Bosque seco,Ganadero,No
2023-07-29,Beni,-14.7111,-65.789,38.8,25.0,8.5,4.5,Bajo,Pasto,Ganadero,No
2023-07-30,Beni,-13.7963,-64.1031,28.5,57.7,8.0,14.4,Alto,Agrícola,Urbano,No
2023-07-31,Beni,-13.5827,-64.7524,33.9,41.7,10.6,17.8,Alto,Sabana,Urbano,No
2023-08-01,Beni,-14.3214,-63.0062,34.1,29.7,13.8,16.1,Bajo,Sabana,Urbano,No
2023-08-02,Beni,-14.7515,-63.8419,35.4,78.7,13.2,14.2,Bajo,Bosque seco,Agrícola,No
2023-08-03,Beni,-14.994,-66.1318,34.6,76.2,14.0,2.4,Alto,Bosque seco,Urbano,No
2023-08-04,Beni,-14.2156,-64.4877,25.6,33.3,16.6,2.7,Bajo,Sabana,Forestal,No
2023-08-05,Beni,-13.9957,-66.5939,20.3,42.3,14.8,27.2,Bajo,Sabana,Urbano,No
2023-08-06,Beni,-14.4077,-65.39,26.9,24.8,10.9,27.0,Alto,Sabana,Ganadero,No
2023-08-07,Beni,-13.1577,-65.4304,25.3,70.3,4.4,26.7,Bajo,Sabana,Agrícola,No
2023-08-08,Beni,-13.0793,-65.3859,30.5,43.8,2.2,22.0,Bajo,Pasto,Forestal,No
2023-08-09,Beni,-14.1273,-66.4425,34.6,31.6,14.9,29.6,Moderado,Pasto,Ganadero,No
2023-08-10,Beni,-14.6602,-64.544,30.3,35.1,1.8,8.4,Moderado,Pasto,Ganadero,No
2023-08-11,Beni,-14.1854,-63.7139,36.2,55.7,16.7,12.0,Alto,Sabana,Agrícola,No
